Picture Path,Label,width,height,Luminance,RGB,LBP,HSV
./Multi-class Weather Dataset/Cloudy/cloudy72.jpg,Nuageux,800,500,0.07783229909340232,"[127.32115309544581, 134.00834155161078, 136.54844345298304]","[2562, 7057, 3371, 12921, 13633, 22524, 12244, 10413, 20572, 13341]","[95.47392909523087, 19.2577926128222]"
./Multi-class Weather Dataset/Cloudy/cloudy73.jpg,Nuageux,225,225,0.11680168831355521,"[152.91057809523508, 157.6310078703177, 165.17858636276952]","[87, 1347, 424, 10336, 22911, 44364, 6667, 7213, 23212, 2077]","[104.63716515787522, 21.23204201014852]"
./Multi-class Weather Dataset/Cloudy/cloudy74.jpg,Nuageux,275,183,0.11993464165107258,"[96.67344957718016, 98.69483599795176, 104.84549796439589]","[146, 1275, 654, 12743, 27415, 39385, 8205, 7606, 19404, 1805]","[112.9300308501492, 21.537357339132488]"
./Multi-class Weather Dataset/Cloudy/cloudy75.jpg,Nuageux,900,676,0.14621201153232474,"[82.18530529847098, 87.09662126068376, 89.79273359400024]","[2106, 4766, 3564, 12663, 39727, 27638, 7435, 5767, 7666, 7306]","[73.6217063672685, 71.22614170839023]"
./Multi-class Weather Dataset/Cloudy/cloudy76.jpg,Nuageux,183,275,0.2045219424804631,"[119.71864094978001, 128.28276211695453, 141.41895332993013]","[141, 2029, 848, 9139, 35856, 45184, 7230, 5192, 10721, 2298]","[105.1321751883882, 48.83808729075001]"
./Multi-class Weather Dataset/Cloudy/cloudy77.jpg,Nuageux,900,675,0.15277843750019676,"[73.44346180713599, 80.67392324761038, 85.91817776292166]","[2887, 5732, 4681, 14828, 25112, 23994, 10560, 8546, 11656, 10642]","[88.4658372528195, 72.01851851851852]"
./Multi-class Weather Dataset/Cloudy/cloudy78.jpg,Nuageux,259,194,0.18720762070028432,"[93.42736465129217, 109.29584485077504, 118.37253708497698]","[412, 2316, 1628, 12358, 33177, 33933, 6606, 5945, 19413, 2850]","[92.13604410054114, 65.54070365312968]"
./Multi-class Weather Dataset/Cloudy/cloudy79.jpg,Nuageux,275,183,0.18493488510674658,"[102.26340985155473, 93.92291440137224, 85.83476073222745]","[670, 2720, 2659, 14672, 38597, 34194, 8405, 5050, 8079, 3592]","[33.348758407930006, 43.33153795579831]"
./Multi-class Weather Dataset/Cloudy/cloudy8.jpg,Nuageux,1024,576,0.1453840060338848,"[120.15876151349062, 122.25073516706283, 148.12677680738886]","[4656, 6356, 7752, 17092, 26611, 20132, 10006, 7311, 7373, 11349]","[117.65676258871525, 51.163396213692074]"
./Multi-class Weather Dataset/Cloudy/cloudy80.jpg,Nuageux,350,200,0.15462465757932142,"[164.9233754282987, 166.65403916483336, 173.5912023339908]","[117, 1322, 245, 12541, 21041, 41658, 9445, 9791, 20456, 2022]","[116.03643014885618, 14.793143849356866]"
./Multi-class Weather Dataset/Cloudy/cloudy81.jpg,Nuageux,275,183,0.18947341996018854,"[127.29170005341881, 139.6131891236366, 148.26387953796421]","[198, 1167, 674, 11352, 17113, 35824, 4985, 7751, 37761, 1813]","[102.14497884320369, 44.69766853790522]"
./Multi-class Weather Dataset/Cloudy/cloudy82.jpg,Nuageux,1600,1067,0.1312095885959997,"[91.02842397935316, 94.66504095573299, 99.6135324737858]","[1324, 4114, 2451, 14151, 23804, 30206, 11400, 8881, 14742, 7565]","[101.42122254252432, 24.530453986075287]"
./Multi-class Weather Dataset/Cloudy/cloudy83.jpg,Nuageux,852,480,0.19210044489206077,"[97.83312115953574, 117.07223707833914, 138.56336805555554]","[387, 1604, 1270, 12007, 22032, 41029, 9009, 4135, 24628, 2537]","[106.22239080227246, 88.90508943171665]"
./Multi-class Weather Dataset/Cloudy/cloudy84.jpg,Nuageux,852,480,0.1109802203943394,"[112.08139650659992, 132.8435559024617, 157.50889358542372]","[137, 934, 495, 10064, 15305, 50614, 9315, 4020, 26193, 1561]","[106.26919705322072, 76.60504222930258]"
./Multi-class Weather Dataset/Cloudy/cloudy85.jpg,Nuageux,259,194,0.13606704738698575,"[120.17114088656248, 129.09406332182775, 140.38603040341206]","[118, 1203, 549, 11917, 23967, 37727, 6995, 7552, 26910, 1700]","[105.04754800316931, 41.3528127581382]"
./Multi-class Weather Dataset/Cloudy/cloudy86.jpg,Nuageux,259,194,0.1118591584059841,"[123.4433218066724, 136.77916224144036, 151.34520077620576]","[94, 1010, 346, 11906, 18378, 39158, 7162, 8758, 30183, 1643]","[105.81863315295269, 49.00972706889867]"
./Multi-class Weather Dataset/Cloudy/cloudy87.jpg,Nuageux,299,168,0.14446513640008304,"[97.39168241177995, 106.08608425025076, 122.33371724805711]","[249, 1707, 970, 12781, 22444, 36234, 7707, 7849, 26186, 2511]","[104.57747939108886, 60.448760093730506]"
./Multi-class Weather Dataset/Cloudy/cloudy88.jpg,Nuageux,299,168,0.16528845670221395,"[148.70479038651192, 156.94206390975066, 169.72722825949526]","[231, 1572, 873, 12850, 28087, 39819, 7806, 7315, 17807, 2278]","[109.4027040240058, 36.95536000269728]"
./Multi-class Weather Dataset/Cloudy/cloudy89.jpg,Nuageux,852,480,0.1855305652891055,"[135.5605170771591, 144.79687855598544, 152.5239326709718]","[1105, 2594, 3024, 15214, 30117, 33989, 9198, 4565, 14761, 4071]","[101.21794871794872, 32.17980748158263]"
./Multi-class Weather Dataset/Cloudy/cloudy9.jpg,Nuageux,259,194,0.14014461288059782,"[92.93903401260557, 95.43096370366156, 107.99487648350444]","[199, 1609, 1038, 11828, 40377, 39034, 8436, 5045, 8762, 2310]","[116.45578988182538, 41.099521232657324]"
./Multi-class Weather Dataset/Cloudy/cloudy90.jpg,Nuageux,852,480,0.17209584519522692,"[104.40166633477469, 116.6088887189918, 129.01474653989447]","[709, 2152, 2322, 13888, 25670, 32387, 8184, 4265, 25424, 3637]","[85.89943357103121, 64.0644818692156]"
./Multi-class Weather Dataset/Cloudy/cloudy91.jpg,Nuageux,273,185,0.18717664704620698,"[77.9546644453611, 94.63679322813938, 132.55017534959288]","[194, 1231, 781, 10912, 26617, 34670, 6433, 5682, 30271, 1847]","[111.74581500025288, 122.18382811578078]"
./Multi-class Weather Dataset/Cloudy/cloudy92.jpg,Nuageux,299,168,0.15654406058106363,"[115.38389470490063, 157.3448639124374, 193.42652148763466]","[511, 2444, 2036, 13503, 36777, 29116, 6315, 5284, 19588, 3064]","[103.9059070449603, 107.33325747231072]"
./Multi-class Weather Dataset/Cloudy/cloudy93.jpg,Nuageux,259,194,0.19478898594773195,"[66.88000702504678, 89.98760027878926, 107.19337389527387]","[91, 1029, 556, 11299, 30342, 41836, 7442, 6602, 17966, 1475]","[102.39589338997624, 110.62054316492187]"
./Multi-class Weather Dataset/Cloudy/cloudy94.jpg,Nuageux,500,329,0.18741890154018512,"[100.82268365084332, 123.67721615597448, 145.8552783730761]","[2856, 5942, 5111, 15342, 29538, 23365, 10443, 7719, 8258, 10064]","[94.71770427687588, 94.0078979753536]"
./Multi-class Weather Dataset/Cloudy/cloudy95.jpg,Nuageux,1024,576,0.1456967791172078,"[155.40296871444014, 168.3537789325511, 180.98500401431244]","[3880, 6548, 5328, 13960, 15648, 19746, 9602, 9420, 22100, 12406]","[74.22702675365397, 45.41945245199683]"
./Multi-class Weather Dataset/Cloudy/cloudy96.jpg,Nuageux,299,168,0.15006036359041863,"[178.63690751356015, 186.78342112666263, 201.83642677725518]","[529, 2585, 2012, 13802, 36705, 35636, 8559, 5751, 9705, 3354]","[96.91032384227651, 31.802044876009372]"
./Multi-class Weather Dataset/Cloudy/cloudy97.jpg,Nuageux,318,159,0.14868602594174615,"[150.96840730836664, 166.12178499405755, 183.55364032814106]","[277, 1610, 1133, 11868, 28528, 34527, 6779, 5710, 25877, 2329]","[92.14502941721877, 53.69605859842546]"
./Multi-class Weather Dataset/Cloudy/cloudy98.jpg,Nuageux,301,167,0.13288533817859666,"[162.19584639170208, 187.8523369146058, 203.46861918583213]","[618, 2984, 2093, 13038, 31522, 32939, 7671, 6211, 17539, 4023]","[95.09871204841619, 55.28279303427232]"
./Multi-class Weather Dataset/Cloudy/cloudy99.jpg,Nuageux,259,194,0.10185878887311754,"[135.64953103137276, 142.6475641104663, 150.62807052757125]","[321, 1976, 1230, 11562, 25277, 31724, 6556, 5783, 31266, 2943]","[80.82272964817344, 34.41060199935939]"
./Multi-class Weather Dataset/Rain/rain1.jpg,Pluvieux,360,270,0.09708094873181132,"[132.83306116874442, 132.87202627425447, 124.75451797827213]","[3430, 7356, 5635, 13855, 36604, 17954, 9336, 7624, 7044, 9800]","[31.85258517507038, 16.598728906421215]"
./Multi-class Weather Dataset/Rain/rain10.jpg,Pluvieux,660,400,0.15567173503028792,"[88.84572311095518, 89.18531320066083, 88.94675412283586]","[2720, 6218, 5614, 16533, 24345, 23399, 12089, 7574, 9567, 10579]","[37.06226504155498, 6.962221210741921]"
./Multi-class Weather Dataset/Rain/rain100.jpg,Pluvieux,2059,1158,0.26456731570352765,"[57.634222151892736, 57.916627945936376, 57.94450756318591]","[12461, 12528, 6104, 7970, 7778, 8005, 7895, 13507, 18617, 23773]","[64.01271936479037, 27.87540248486994]"
./Multi-class Weather Dataset/Rain/rain101.jpg,Pluvieux,600,443,0.22491115112965337,"[122.76826917150281, 172.27679770868102, 187.08625121693723]","[2818, 6419, 5818, 17540, 28381, 22925, 10749, 7160, 7426, 9402]","[96.70264164938722, 99.02396365414117]"
./Multi-class Weather Dataset/Rain/rain102.jpg,Pluvieux,183,275,0.10007769012681782,"[106.25920670969673, 140.25435252617206, 143.3354435472825]","[1233, 5299, 4741, 16943, 43890, 23819, 8694, 6066, 3680, 4273]","[90.17851784419831, 71.06771017717763]"
./Multi-class Weather Dataset/Rain/rain103.jpg,Pluvieux,300,168,0.20185524302030078,"[133.7722723221059, 162.5064034736973, 138.77072428311334]","[3120, 7025, 6975, 18036, 32291, 22563, 9359, 6767, 4716, 7786]","[62.46107486640031, 64.0607141050928]"
./Multi-class Weather Dataset/Rain/rain104.jpg,Pluvieux,650,510,0.28945541545395065,"[143.74203409873945, 138.5735939831146, 135.9712887760456]","[4447, 8496, 5810, 13377, 27574, 17260, 8502, 8247, 13794, 11131]","[59.78602134223436, 33.44055024528397]"
./Multi-class Weather Dataset/Rain/rain105.jpg,Pluvieux,259,194,0.2717266738822664,"[169.221000807077, 164.16011529031593, 162.3934987301181]","[1606, 5011, 4109, 15152, 28664, 26375, 7821, 6865, 17333, 5702]","[56.45680979112932, 21.83190883190883]"
./Multi-class Weather Dataset/Rain/rain106.jpg,Pluvieux,666,338,0.2569975405186828,"[116.10045352643124, 115.87715146996536, 112.83670539529915]","[3392, 7351, 6891, 17370, 31542, 19942, 9453, 7533, 5941, 9223]","[41.21475412599673, 23.307321431581787]"
./Multi-class Weather Dataset/Rain/rain107.jpg,Pluvieux,580,370,0.15892092191500765,"[103.4805792818806, 107.82252063525178, 102.60858609804616]","[5960, 10088, 8022, 15129, 20831, 14443, 9392, 10211, 10084, 14478]","[50.71304303848682, 44.51924341273454]"
./Multi-class Weather Dataset/Rain/rain108.jpg,Pluvieux,620,376,0.21740723244209081,"[109.5444525837, 104.61116978487078, 106.94834368125095]","[3361, 7059, 6366, 16507, 32232, 20203, 9602, 7123, 6444, 9741]","[87.65860854026535, 44.29933916620307]"
./Multi-class Weather Dataset/Rain/rain109.jpg,Pluvieux,640,480,0.13747567886472964,"[97.49949294281765, 95.53058414172736, 92.73197882555547]","[5526, 7285, 8313, 18642, 20414, 13928, 9739, 9661, 11055, 14075]","[33.9666211500531, 16.942480486859186]"
./Multi-class Weather Dataset/Rain/rain11.jpg,Pluvieux,759,422,0.17086368162276344,"[96.34336832423001, 97.13201971280282, 95.89269273967868]","[11415, 10933, 7322, 9851, 13583, 10923, 8497, 11425, 13681, 21008]","[34.9200003371601, 13.50316087594194]"
./Multi-class Weather Dataset/Rain/rain110.jpg,Pluvieux,674,441,0.20064609062718533,"[91.17345049910232, 88.94240284784387, 88.13480958093106]","[10468, 10891, 8669, 11198, 12826, 10805, 9280, 11726, 12598, 20177]","[34.75079654073737, 19.417463207404037]"
./Multi-class Weather Dataset/Rain/rain111.jpg,Pluvieux,283,178,0.18919062105750417,"[116.12446653633322, 115.11014408062762, 114.87853227886512]","[3845, 7557, 7809, 18935, 27476, 20769, 10222, 7406, 5418, 9201]","[70.41446248250982, 18.26347376051518]"
./Multi-class Weather Dataset/Rain/rain112.jpg,Pluvieux,284,177,0.13264835860991797,"[99.01447167539068, 93.90157592055243, 96.25164326038032]","[3365, 7697, 7073, 18288, 29925, 20746, 9947, 7529, 5351, 8717]","[82.03065628213557, 27.906792090224045]"
./Multi-class Weather Dataset/Rain/rain113.jpg,Pluvieux,1024,683,0.19513348566594887,"[153.22997022059752, 148.82783163120163, 150.2154512308451]","[8721, 11455, 6426, 10896, 20281, 12860, 8059, 11433, 10898, 17609]","[98.8019943019943, 17.666068207488326]"
./Multi-class Weather Dataset/Rain/rain114.jpg,Pluvieux,275,183,0.1954147902566911,"[171.2252215642332, 171.30772500300284, 173.19051027337363]","[1850, 4389, 3855, 14374, 21376, 31193, 8481, 7462, 20002, 5656]","[98.80025792747686, 13.607326488983293]"
./Multi-class Weather Dataset/Rain/rain115.jpg,Pluvieux,370,305,0.17787349661664373,"[203.5524017915845, 204.11706432461563, 207.22150411071917]","[4747, 8324, 5386, 11482, 11348, 21513, 9382, 10650, 22789, 13017]","[94.9891097287547, 6.597574133077091]"
./Multi-class Weather Dataset/Rain/rain116.jpg,Pluvieux,1023,742,0.16186624134072672,"[139.60025231692205, 137.48225836552157, 138.7734633138202]","[1755, 14310, 3338, 8227, 15557, 18881, 8739, 14457, 17324, 16050]","[15.93783610647516, 8.271641463949157]"
./Multi-class Weather Dataset/Rain/rain117.jpg,Pluvieux,1024,622,0.1860613735529439,"[93.11410979460628, 92.51805966469428, 89.93893918632732]","[13672, 12496, 7360, 7551, 8036, 7954, 7614, 12802, 16081, 25072]","[42.05601915069371, 23.359387380097438]"
./Multi-class Weather Dataset/Rain/rain118.jpg,Pluvieux,960,540,0.2798343334899511,"[179.66336789751176, 178.11711957409304, 175.8195190213612]","[6189, 9126, 5440, 11723, 14880, 17432, 9727, 10748, 17093, 16280]","[59.33929263810921, 18.29732463460274]"
./Multi-class Weather Dataset/Rain/rain119.jpg,Pluvieux,350,200,0.22276280354508424,"[95.45711204989126, 91.89220504286148, 96.73543991886031]","[2088, 6588, 5808, 17210, 38016, 21423, 9299, 6742, 4956, 6508]","[78.38930191001197, 57.53891670459718]"
./Multi-class Weather Dataset/Rain/rain12.jpg,Pluvieux,268,188,0.06715468845373979,"[76.6691202966166, 76.49426854169828, 78.18679947086937]","[3243, 7003, 7497, 20010, 28105, 20184, 10825, 7513, 5755, 8503]","[105.28229572312412, 6.905553026854802]"
./Multi-class Weather Dataset/Rain/rain120.jpg,Pluvieux,268,188,0.3224043498030754,"[137.2881294489329, 134.38566449909598, 133.5815302511632]","[1242, 4260, 3464, 14193, 31029, 28737, 7768, 5791, 16741, 5413]","[52.59842546233079, 41.19789612097304]"
./Multi-class Weather Dataset/Rain/rain121.jpg,Pluvieux,183,275,0.18821459428605813,"[117.45249894900876, 111.98107800883781, 113.19332875401432]","[1106, 4434, 3797, 15124, 43029, 27699, 8810, 5359, 4581, 4699]","[83.82668285035149, 56.605969419578884]"
./Multi-class Weather Dataset/Rain/rain122.jpg,Pluvieux,620,376,0.21740723244209081,"[109.5444525837, 104.61116978487078, 106.94834368125095]","[3361, 7059, 6366, 16507, 32232, 20203, 9602, 7123, 6444, 9741]","[87.65860854026535, 44.29933916620307]"
./Multi-class Weather Dataset/Rain/rain123.jpg,Pluvieux,680,455,0.23330997155699174,"[87.52052741980857, 81.11620160303823, 75.36417538278208]","[3999, 7246, 6326, 15799, 29015, 19332, 9644, 7800, 8139, 11338]","[69.72809723697297, 75.35225644397242]"
./Multi-class Weather Dataset/Rain/rain124.jpg,Pluvieux,759,422,0.21971069381032685,"[184.86891393092853, 176.2113050835314, 169.7369270122136]","[4364, 9361, 5861, 13599, 21953, 19342, 9739, 10239, 11501, 12679]","[14.216928808644784, 24.834724118747786]"
./Multi-class Weather Dataset/Rain/rain125.jpg,Pluvieux,400,300,0.27688166814456977,"[189.27169961089618, 182.7187968204749, 181.43420547827213]","[2312, 4971, 4858, 14435, 25157, 21293, 8014, 6318, 24051, 7229]","[69.30415212663733, 21.818110554796945]"
./Multi-class Weather Dataset/Rain/rain126.jpg,Pluvieux,595,335,0.18303139650949116,"[135.40976331360946, 132.27990168885603, 134.05856638866763]","[8850, 10998, 7218, 10729, 16816, 12359, 9002, 11181, 12364, 19121]","[83.63147558117973, 15.97886849070281]"
./Multi-class Weather Dataset/Rain/rain127.jpg,Pluvieux,292,173,0.2711416701707881,"[155.6116265314444, 156.37110204729936, 156.3120524397221]","[890, 3427, 2846, 14685, 34429, 31130, 8216, 6060, 12711, 4244]","[86.32550278999983, 12.759225543249212]"
./Multi-class Weather Dataset/Rain/rain128.jpg,Pluvieux,280,210,0.18693555771470657,"[78.07866491712183, 78.97939168152278, 70.3976944965989]","[1177, 5930, 3868, 15010, 38208, 23831, 8930, 7599, 8333, 5752]","[64.23555690419596, 78.81741094758846]"
./Multi-class Weather Dataset/Rain/rain129.jpg,Pluvieux,700,415,0.24561995135811254,"[70.99039034447226, 68.36327473069338, 64.86923061118698]","[5354, 10621, 6234, 13276, 23249, 16154, 9140, 10366, 9652, 14592]","[36.607756368111396, 43.70468146799508]"
./Multi-class Weather Dataset/Rain/rain13.jpg,Pluvieux,1024,626,0.19144311962529972,"[109.70215609274642, 111.09960367883815, 112.64346968957037]","[16687, 13044, 6080, 5656, 5497, 6066, 6612, 13127, 18174, 27695]","[80.2108852138438, 19.259368836291912]"
./Multi-class Weather Dataset/Rain/rain130.jpg,Pluvieux,600,300,0.13412528836782261,"[56.9057438647398, 57.502769816321496, 58.60210393170822]","[1986, 6716, 3678, 13748, 29153, 23777, 10336, 8819, 11046, 9379]","[81.85500429879129, 35.053852897048166]"
./Multi-class Weather Dataset/Rain/rain131.jpg,Pluvieux,275,183,0.1907951767592532,"[93.25955651330096, 83.61658683479365, 76.53208644679614]","[1982, 7231, 5523, 16397, 34116, 23370, 9191, 7713, 6171, 6944]","[27.081997336435208, 54.84328798529982]"
./Multi-class Weather Dataset/Rain/rain132.jpg,Pluvieux,550,383,0.15766349267521443,"[77.79080108054544, 86.39912801969015, 89.39453151340633]","[4253, 8004, 6656, 15747, 22688, 19420, 11337, 8646, 9225, 12662]","[92.42386924931304, 51.88841686474822]"
./Multi-class Weather Dataset/Rain/rain133.jpg,Pluvieux,800,542,0.16040208300230613,"[73.11198680545019, 72.86657850456852, 75.00533545981263]","[8687, 9243, 6786, 12348, 16224, 15211, 7703, 10676, 12614, 19146]","[56.60706518990543, 63.578322291340044]"
./Multi-class Weather Dataset/Rain/rain134.jpg,Pluvieux,275,183,0.24073561416087194,"[94.99274947740184, 92.42230994969992, 86.93087934778485]","[3820, 7174, 7539, 18774, 30716, 19536, 8927, 7302, 6265, 8585]","[49.769669077361385, 45.60802609619178]"
./Multi-class Weather Dataset/Rain/rain135.jpg,Pluvieux,620,413,0.1598301047048697,"[72.40263692124361, 75.0641657816214, 71.26856224396904]","[8269, 10354, 8560, 12653, 16921, 13340, 10037, 10500, 10801, 17203]","[79.18987171058177, 67.43462465651815]"
./Multi-class Weather Dataset/Rain/rain136.jpg,Pluvieux,590,329,0.253023892127137,"[184.67653057515298, 185.06375269464675, 185.82423244712908]","[3069, 6465, 4507, 8540, 13895, 11739, 6628, 7104, 48099, 8592]","[55.70606382440702, 4.529004197643251]"
./Multi-class Weather Dataset/Rain/rain137.jpg,Pluvieux,3000,1997,0.2058499116719263,"[130.30280203750064, 129.48845717250165, 132.09919227107883]","[12419, 11809, 5905, 7291, 6614, 8676, 7474, 13161, 19328, 25961]","[106.12887944840608, 15.538124378361065]"
./Multi-class Weather Dataset/Rain/rain138.jpg,Pluvieux,320,180,0.25729756412067967,"[146.50801571798243, 152.15217217370278, 142.6804267498609]","[1738, 4162, 4342, 14548, 26770, 20497, 8315, 5215, 26870, 6181]","[72.14684165275881, 24.318658439960217]"
./Multi-class Weather Dataset/Rain/rain139.jpg,Pluvieux,480,360,0.05363601692999639,"[116.43809226912963, 121.4252555568199, 113.02652534653737]","[1389, 4791, 2619, 15072, 24172, 27553, 11770, 8216, 13739, 9317]","[55.70377956472631, 20.46999275105784]"
./Multi-class Weather Dataset/Rain/rain14.jpg,Pluvieux,500,400,0.12338677799692652,"[99.93412181383705, 113.0587042489548, 116.4622289812286]","[3643, 6951, 7599, 17139, 27881, 19573, 11233, 7506, 6914, 10199]","[94.12098990205499, 44.11470186618116]"
./Multi-class Weather Dataset/Rain/rain140.jpg,Pluvieux,275,183,0.17591975824766873,"[148.94602764818185, 156.90560254724457, 147.27950374774525]","[834, 3334, 3088, 16113, 38668, 32322, 9243, 4823, 5825, 4388]","[67.10054114196126, 22.610976247070923]"
./Multi-class Weather Dataset/Rain/rain142.jpg,Pluvieux,640,420,0.15620418748403994,"[183.00235695982738, 172.5313631330181, 159.3698218266913]","[7878, 15725, 5507, 8806, 12961, 10899, 8429, 15322, 13176, 19935]","[15.156855307742882, 37.02151924341273]"
./Multi-class Weather Dataset/Rain/rain143.jpg,Pluvieux,604,272,0.10016122750653234,"[136.74195774382997, 143.66831325255188, 130.29365426496992]","[4106, 8671, 7630, 16313, 23454, 17952, 10803, 9862, 8352, 11495]","[50.90210556482746, 25.846457290244274]"
./Multi-class Weather Dataset/Rain/rain144.jpg,Pluvieux,1600,1200,0.113352492110848,"[132.21313944520304, 139.01829514995197, 129.1091511046208]","[15732, 12386, 6577, 6184, 7111, 7002, 7582, 12920, 16803, 26341]","[62.72126974493838, 24.2530976584231]"
./Multi-class Weather Dataset/Rain/rain145.jpg,Pluvieux,188,194,0.08283314211769298,"[161.47168684885955, 165.71344756475582, 173.27622973878522]","[1184, 4778, 4057, 16671, 33951, 29558, 10115, 6124, 6688, 5512]","[108.74587400327046, 17.526045617761593]"
./Multi-class Weather Dataset/Rain/rain146.jpg,Pluvieux,650,380,0.13621786254343846,"[151.32677471330854, 151.68124778738684, 152.2528723143091]","[2730, 6443, 6056, 16740, 30926, 22424, 10974, 6856, 6424, 9065]","[70.5204234730862, 4.501550936462179]"
./Multi-class Weather Dataset/Rain/rain147.jpg,Pluvieux,680,365,0.08237466953746966,"[112.4833490982021, 118.4903206076468, 111.53122339596082]","[2800, 8444, 5681, 15140, 21038, 22365, 12363, 9318, 9912, 11577]","[63.97008547008547, 22.70460560697247]"
./Multi-class Weather Dataset/Rain/rain148.jpg,Pluvieux,800,531,0.16852802388166924,"[138.1398761358081, 137.27647786754665, 132.98333665225306]","[5978, 11649, 6791, 12006, 19461, 14382, 9394, 11065, 13264, 14648]","[39.10701461589036, 12.40417067044286]"
./Multi-class Weather Dataset/Rain/rain149.jpg,Pluvieux,276,183,0.19728943077741204,"[117.06793328233786, 118.68019007927477, 114.5136957791243]","[1795, 5835, 5245, 16331, 37219, 24363, 8539, 6346, 6965, 6000]","[70.62656147271532, 45.841273453699486]"
./Multi-class Weather Dataset/Rain/rain15.jpg,Pluvieux,640,480,0.12632195984004932,"[75.72960899174379, 86.66542710941056, 90.75570669810685]","[6920, 10201, 8012, 13278, 19597, 14233, 9904, 10086, 10277, 16130]","[96.2392909523087, 60.423304506144746]"
./Multi-class Weather Dataset/Rain/rain150.jpg,Pluvieux,468,282,0.08006077961963802,"[101.22519871373422, 105.26230430226825, 93.22043580050237]","[1777, 6219, 5064, 15806, 30799, 26149, 10915, 7029, 7189, 7691]","[41.254893035958126, 30.716136482408672]"
./Multi-class Weather Dataset/Rain/rain151.jpg,Pluvieux,300,158,0.13386695432243603,"[97.89788000050574, 111.4057379380974, 108.40678517580793]","[1495, 4946, 5186, 18521, 35549, 23861, 10319, 6725, 6357, 5679]","[82.8666953252752, 38.381462937675956]"
./Multi-class Weather Dataset/Rain/rain152.jpg,Pluvieux,620,413,0.17879085702440192,"[149.69141711551106, 157.30230676775147, 147.6933136410762]","[7877, 10331, 8768, 12986, 16252, 13997, 10484, 10456, 10527, 16960]","[66.51658827694331, 23.094623982197948]"
./Multi-class Weather Dataset/Rain/rain153.jpg,Pluvieux,650,380,0.13621786254343846,"[151.32677471330854, 151.68124778738684, 152.2528723143091]","[2730, 6443, 6056, 16740, 30926, 22424, 10974, 6856, 6424, 9065]","[70.5204234730862, 4.501550936462179]"
./Multi-class Weather Dataset/Rain/rain154.jpg,Pluvieux,260,194,0.23845237457368956,"[101.7358625213886, 102.26863109179816, 100.47304701328832]","[951, 4370, 2961, 13301, 33139, 32445, 8235, 6202, 11897, 5137]","[47.654958782177715, 19.660572497850605]"
./Multi-class Weather Dataset/Rain/rain155.jpg,Pluvieux,810,455,0.12273354831669943,"[23.207992748950588, 38.65798887687756, 45.776311724004955]","[1854, 8761, 4796, 13674, 36057, 20787, 8214, 7630, 9283, 7582]","[93.70355198165849, 124.8127412801969]"
./Multi-class Weather Dataset/Rain/rain156.jpg,Pluvieux,185,273,0.08125427821936079,"[143.36821053725407, 144.8159635298134, 139.01567261069388]","[1559, 6023, 4647, 16058, 31052, 26771, 10271, 7595, 8151, 6511]","[36.05780609922622, 10.25597194827964]"
./Multi-class Weather Dataset/Rain/rain157.jpg,Pluvieux,300,168,0.2016816143968538,"[63.699747702833406, 68.29542382868473, 73.39283972040998]","[587, 7699, 2650, 10629, 30664, 28593, 7408, 9437, 15619, 5352]","[108.19052917277769, 41.6422057013773]"
./Multi-class Weather Dataset/Rain/rain158.jpg,Pluvieux,460,307,0.06004374494328308,"[97.2397382162545, 117.43490123316306, 134.70500460170857]","[3188, 14607, 4324, 8879, 30556, 14737, 7728, 14118, 8690, 11811]","[103.373312092247, 71.20938485139669]"
./Multi-class Weather Dataset/Rain/rain159.jpg,Pluvieux,858,536,0.15304636275626887,"[152.8847770831753, 153.7575085949485, 150.01693554526165]","[12623, 12654, 8634, 9083, 9295, 9036, 8235, 12697, 13280, 23101]","[38.695249414184325, 6.654427755019471]"
./Multi-class Weather Dataset/Rain/rain16.jpg,Pluvieux,480,388,0.14740896466237993,"[119.28015495404087, 122.54169471944066, 120.55550761560377]","[1649, 5487, 4784, 16560, 36631, 25075, 10117, 5994, 5542, 6799]","[78.46194305365903, 24.62232168445186]"
./Multi-class Weather Dataset/Rain/rain160.jpg,Pluvieux,964,859,0.23036924819001534,"[144.53898130499925, 145.0451387901115, 140.95359626684746]","[15059, 13190, 6699, 6947, 6558, 7682, 6614, 12931, 16852, 26106]","[46.084332170130985, 10.439580909995112]"
./Multi-class Weather Dataset/Rain/rain161.jpg,Pluvieux,680,365,0.307703930825367,"[109.89592075130861, 109.89592075130861, 109.89592075130861]","[12646, 9893, 5089, 9245, 15215, 12500, 7148, 10535, 15009, 21358]","[0.0, 0.0]"
./Multi-class Weather Dataset/Rain/rain162.jpg,Pluvieux,480,360,0.33876766583318696,"[97.59811161369039, 97.59811161369039, 97.59811161369039]","[6019, 6771, 5601, 12236, 21493, 16295, 7742, 7178, 23052, 12251]","[0.0, 0.0]"
./Multi-class Weather Dataset/Rain/rain163.jpg,Pluvieux,460,288,0.21941978210000865,"[134.83804511281167, 142.49715234710843, 142.24375068485645]","[6528, 9150, 7387, 13931, 19395, 17797, 9933, 9666, 10475, 14376]","[80.84540366493029, 23.266474485409397]"
./Multi-class Weather Dataset/Rain/rain164.jpg,Pluvieux,275,183,0.2451882211181829,"[143.45006217706384, 143.7787521177869, 144.90436084981204]","[1163, 4399, 3632, 15630, 36886, 29318, 8767, 5802, 7794, 5247]","[76.69905932331967, 7.661819990222357]"
